textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),Cleaned_Review,Sentiment
700c41e7c0,ap: north korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _report) scary talk to say the least.  mm,negative,night,70-100,Lesotho,2142249.0,30360.0,71.0,ap north korea could opt for devastating land assault  via report scary talk to say the least  mm,Negative
f19f0c1482,i need to go out of office again.. i am melting..,neutral,morning,0-20,Liberia,5057681.0,96320.0,53.0,i need to go out of office again i am melting,Neutral
f637b48a5c,back home after a funeral for my wife`s grandfather today.  now its time for homework,neutral,noon,21-30,Libya,6871292.0,1759540.0,4.0,back home after a funeral for my wifes grandfather today  now its time for homework,Neutral
6fa5a04599,http://twitpic.com/4wtii - new hair going to greeattt use!,positive,night,31-45,Liechtenstein,38128.0,160.0,238.0,  new hair going to greeattt use,Positive
d54d4de7e5,test another update... sorry for bothering all of u guys,negative,morning,46-60,Lithuania,2722289.0,62700.0,43.0,test another update sorry for bothering all of u guys,Negative
71f389a974,calling it a night .... talk to yall tomorrow,neutral,noon,60-70,Luxembourg,625978.0,2590.0,242.0,calling it a night  talk to yall tomorrow,Neutral
7b05d819ee,  that sucks,negative,night,70-100,Madagascar,27691018.0,581795.0,48.0,  that sucks,Negative
1e32ad1b17,happy mothers` day to my mom and all the mothers in the world,positive,morning,0-20,Malawi,19129952.0,94280.0,203.0,happy mothers day to my mom and all the mothers in the world,Positive
e89cbe91e0,i want to join drama practice today but i can`t,neutral,noon,21-30,Malaysia,32365999.0,328550.0,99.0,i want to join drama practice today but i cant,Neutral
b22895c538,#3breakupwords you have changed,neutral,night,31-45,Maldives,540544.0,300.0,1802.0,breakupwords you have changed,Neutral
8353cc778e, oh ok  well im sendin lots of love ****,positive,morning,46-60,Mali,20250833.0,1220190.0,17.0, oh ok  well im sendin lots of love ,Positive
10e991f020," nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)",positive,noon,60-70,Malta,441543.0,320.0,1380.0, nooooooooou never call me anymore  lolbut ive been good toorick ross is in town might go  his show nite ,Positive
128a73fbfd," i`ll get my size 40`s out now, straight to the post office  see you later, hun",neutral,night,70-100,Marshall Islands,59190.0,180.0,329.0, ill get my size s out now straight to the post office  see you later hun,Negative
a3c5d75bbb, did she tell you why she hasnt? i miss my boge.,negative,morning,0-20,Mauritania,4649658.0,1030700.0,5.0, did she tell you why she hasnt i miss my boge,Neutral
2b8fcaed04,_possa happy happy bday baby girl. love ya!!!! hope you get everything you want,positive,noon,21-30,Mauritius,1271768.0,2030.0,626.0,possa happy happy bday baby girl love ya hope you get everything you want,Positive
37daa255ea, haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,positive,night,31-45,Mexico,128932753.0,1943950.0,66.0, haha i just realised it sounded a lot like stellllaaa lol anyhoo i got ur facebook msg and will start working soon hopefully,Positive
9508aeca0c,ok      love you girls. but work beckons.  will come back later for #twpp,neutral,morning,46-60,Micronesia,115023.0,700.0,164.0,ok      love you girls but work beckons  will come back later for twpp,Positive
5d47d76ed3, ... sounds like jeff has the best job in the world!,positive,noon,60-70,Moldova,4033963.0,32850.0,123.0,  sounds like jeff has the best job in the world,Positive
a0840086ab,just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,negative,night,70-100,Monaco,39242.0,1.0,26337.0,just spent an hour trying to get the newborn bird in my front garden to fly poor baby  no success,Positive
9f23e5d8f5,someone doesn`t feel good...,negative,morning,0-20,Mongolia,3278290.0,1553560.0,2.0,someone doesnt feel good,Positive
c7a59f50c3,good morning people!!! have a great day,positive,noon,21-30,Montenegro,628066.0,13450.0,47.0,good morning people have a great day,Positive
7ff53f335c, u can see i just twitted them if its the real xmsirius that is. let me know any other contact info. lets transmit this!,neutral,night,31-45,Morocco,36910560.0,446300.0,83.0, u can see i just twitted them if its the real xmsirius that is let me know any other contact info lets transmit this,Positive
e96c25a560,i wish i could twitter from the book expo but the reception at the javitz is horrible....,negative,morning,46-60,Mozambique,31255435.0,786380.0,40.0,i wish i could twitter from the book expo but the reception at the javitz is horrible,Negative
56c08b2df6," 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  no pressure.",positive,noon,60-70,Myanmar (formerly Burma),54409800.0,653290.0,83.0,      wordsday       wordshour       wordsminute  no pressure,Neutral
d08af78eef, in august with anberlin. they`re not headlining though  and yes there is a perth show,neutral,night,70-100,Namibia,2540905.0,823000.0,3.0, in august with anberlin theyre not headlining though  and yes there is a perth show,Neutral
fdd3a09897,got some new clothes  and series one of supernatural on dvd,neutral,morning,0-20,Nauru,10824.0,20.0,541.0,got some new clothes  and series one of supernatural on dvd,Positive
aef284756a, shout out to nikki....pleassseee   (soulja boy tell `em live live > http://ustre.am/2uhs),neutral,noon,21-30,Nepal,29136808.0,143350.0,203.0, shout out to nikkipleassseee   soulja boy tell em live live  ,Positive
84a2eb963a,i love google`s mothers day theme  http://tr.im/jtl8,positive,night,31-45,Netherlands,17134872.0,33720.0,508.0,i love googles mothers day theme  ,Positive
df2a0c498a,_tha lol  congrats!,positive,morning,46-60,New Zealand,4822233.0,263310.0,18.0,tha lol  congrats,Positive
8230f9ad74,makin tea an its stressin me out,negative,noon,60-70,Nicaragua,6624554.0,120340.0,55.0,makin tea an its stressin me out,Neutral
ea7e409dcc," woah that`s cool  just landed in london about 2 and1/2 hours ago.i love the scenery, beautiful ,",positive,night,70-100,Niger,24206644.0,1266700.0,19.0, woah thats cool  just landed in london about  and hours agoi love the scenery beautiful ,Positive
cf1ea9af3b, thats terrible  i enjoy being with you every minute!,neutral,morning,0-20,Nigeria,206139589.0,910770.0,226.0, thats terrible  i enjoy being with you every minute,Negative
b29a9ec749, oh jealous. though you`re missing the fried potato bread,negative,noon,21-30,North Korea,25778816.0,120410.0,214.0, oh jealous though youre missing the fried potato bread,Negative
9d6e14002f,"  how vile are people, they have to remove things that have a value",negative,night,31-45,North Macedonia,2083374.0,25220.0,83.0,  how vile are people they have to remove things that have a value,Neutral
051025ff7f, you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party`s at,negative,morning,46-60,Norway,5421241.0,365000.0,15.0, you should not be wasting the may bank holiday in the crappy north you should be down south in brighton where the partys at,Negative
30eecabd12,@ punkrockchick25 haha no i just saw a commercial for it. . you wouldnt kill me,neutral,noon,60-70,Oman,5106626.0,309500.0,16.0, punkrockchick haha no i just saw a commercial for it  you wouldnt kill me,Positive
fe51ca37d4, guess i missed out on more than beer and a good time,negative,night,70-100,Pakistan,220892340.0,770880.0,287.0, guess i missed out on more than beer and a good time,Positive
75dcba6339,watching my favorite tv shows on hulu.com for free,positive,morning,0-20,Palau,18094.0,460.0,39.0,watching my favorite tv shows on hulucom for free,Positive
74676aaaed,so full from a great lunch and now stuck in traffic,neutral,noon,21-30,Palestine State,5101414.0,6020.0,847.0,so full from a great lunch and now stuck in traffic,Positive
cec0440736," well, as i mother & grandma i am a bit in a kidding mode",positive,night,31-45,Panama,4314767.0,74340.0,58.0, well as i mother  grandma i am a bit in a kidding mode,Neutral
c4f4b37c8b,very very bad headache that is getting worse by the minute not better.,negative,morning,46-60,Papua New Guinea,8947024.0,452860.0,20.0,very very bad headache that is getting worse by the minute not better,Negative
65f5ce236f,wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,negative,noon,60-70,Paraguay,7132538.0,397300.0,18.0,wants  to come back online so that he can talk about all the gossip and horrible things which transpired today,Negative
66f40f0026, but but it was funny when i wrote it,positive,night,70-100,Peru,32971854.0,1280000.0,26.0, but but it was funny when i wrote it,Positive
e38fab54b2, thanks. busy as **** is good in my book.,positive,morning,0-20,Philippines,109581078.0,298170.0,368.0, thanks busy as  is good in my book,Positive
d67edb73e6,only 1 tweet in the last 24 hours?  nobody likes my tweetboard,negative,noon,21-30,Poland,37846611.0,306000.0,124.0,only  tweet in the last  hours  nobody likes my tweetboard,Neutral
0c0d180b5c, thanks. appreciate it.,positive,night,31-45,Portugal,10196709.0,91590.0,111.0, thanks appreciate it,Positive
e739d7e64e,yay my ears match,positive,morning,46-60,Qatar,2881053.0,11610.0,248.0,yay my ears match,Neutral
2e982cc27d, she`s the ruddy manageress - 2nd bad job from her. i can never find a good place beyond 1 or 2 cuts,negative,noon,60-70,Romania,19237691.0,230170.0,84.0, shes the ruddy manageress  nd bad job from her i can never find a good place beyond  or  cuts,Positive
3ed1480471,wonders if anyone would care if she died tomorrow,negative,night,70-100,Russia,145934462.0,16376870.0,9.0,wonders if anyone would care if she died tomorrow,Neutral
3e99500fa4, laundry instead of sitting here. that darn laundry keeps mocking me.,negative,morning,0-20,Rwanda,12952218.0,24670.0,525.0, laundry instead of sitting here that darn laundry keeps mocking me,Neutral
00ce730001,unstable broadband and electricity taking toll on my mental stability.,negative,noon,21-30,Saint Kitts and Nevis,53199.0,260.0,205.0,unstable broadband and electricity taking toll on my mental stability,Negative
ea57382c80, grr @ naplan. just finished my commerce & geo exams  good luck (y),positive,night,31-45,Saint Lucia,183627.0,610.0,301.0, grr  naplan just finished my commerce  geo exams  good luck y,Neutral
0972b54c53,nice weather..looks like its going to rain here in #delhi.,positive,morning,46-60,Saint Vincent and the Grenadines,110940.0,390.0,284.0,nice weatherlooks like its going to rain here in delhi,Positive
3b8b4be00b,my tweetdeck won`t pull up.,neutral,noon,60-70,Samoa,198414.0,2830.0,70.0,my tweetdeck wont pull up,Neutral
755a345dc8,that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,negative,night,70-100,San Marino,33931.0,60.0,566.0,that little boy that drowned yesterday lived in our subdivision and went to nicoles school so so sad,Negative
88a4e96eef,an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,negative,morning,0-20,Sao Tome and Principe,219159.0,960.0,228.0,an ultimatum is an ultimatum no matter how you dress it up  and that sucks,Negative
d881666768," i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online.",neutral,noon,21-30,Saudi Arabia,34813871.0,2149690.0,16.0, i know dont tell anyone  i dont know if my dad told the famz yet i think im taking it online,Neutral
998b50607e, oooh you just spoiled my teenage fantasy,negative,night,31-45,Senegal,16743927.0,192530.0,87.0, oooh you just spoiled my teenage fantasy,Neutral
a185f0cc24,"it`s been so nice all day, and now it looks like it`s going to rain...just when i was getting excited about taking photos when i get home",positive,morning,46-60,Serbia,8737371.0,87460.0,100.0,its been so nice all day and now it looks like its going to rainjust when i was getting excited about taking photos when i get home,Positive
6cee199f3e,yay! i just fixed my blog`s css problem that messed up the design,neutral,noon,60-70,Seychelles,98347.0,460.0,214.0,yay i just fixed my blogs css problem that messed up the design,Positive
34522a55d8," ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",negative,night,70-100,Sierra Leone,7976983.0,72180.0,111.0, ohh yeahh  im probs gonna be a loner to start with thanks to the person i was gonna go with be a ,Positive
dc513a682c,wondering why it`s so cold - the skylight is open - i left the gas on this morning,negative,morning,0-20,Singapore,5850342.0,700.0,8358.0,wondering why its so cold  the skylight is open  i left the gas on this morning,Negative
cc75fbff94,new forum thread - first typhoon of the season: is *not* headed to okinawa.  made you look. .. http://tinyurl.com/dm4b3q,neutral,noon,21-30,Slovakia,5459642.0,48088.0,114.0,new forum thread  first typhoon of the season is not headed to okinawa  made you look  ,Positive
fdd859e2d9,i`ll be grand....,neutral,night,31-45,Slovenia,2078938.0,20140.0,103.0,ill be grand,Neutral
e0c0860417, i love my mom tooo,positive,morning,46-60,Solomon Islands,686884.0,28000.0,25.0, i love my mom tooo,Positive
f0854a3951,i had the best day ever! i missed him. more tomorrow too,positive,noon,60-70,Somalia,15893222.0,627340.0,25.0,i had the best day ever i missed him more tomorrow too,Positive
356411fd5a,#thingsmummysaid you need to learn to wash dishes and do laundry because i won`t always be here to do them for you. she was right,positive,night,70-100,South Africa,59308690.0,1213090.0,49.0,thingsmummysaid you need to learn to wash dishes and do laundry because i wont always be here to do them for you she was right,Positive
c780b84d97," yea - it`s mostly b/c i couldn`t sleep, but oh well, lunch time will come soon",neutral,morning,0-20,South Korea,51269185.0,97230.0,527.0, yea  its mostly bc i couldnt sleep but oh well lunch time will come soon,Positive
3e7c1d3c6b, ahhh i`m drinking some too!! and bride wars is really good,positive,noon,21-30,South Sudan,11193725.0,610952.0,18.0, ahhh im drinking some too and bride wars is really good,Positive
e79ca3a450, im missin out on all the fun aww  *cryin* lol,negative,night,31-45,Spain,46754778.0,498800.0,94.0, im missin out on all the fun aww  cryin lol,Positive
5609c1212e," thanks, that was gonna be my next tweet...you the man  figuratively speaking",positive,morning,46-60,Sri Lanka,21413249.0,62710.0,341.0, thanks that was gonna be my next tweetyou the man  figuratively speaking,Positive
8c8e32f76f," yeah, trimet says it`s a 1hr trip, i get home at 6:30/6:45-ish, so we`d arrive just as everyone was leaving.",neutral,noon,60-70,Sudan,43849260.0,1765048.0,25.0, yeah trimet says its a hr trip i get home at ish so wed arrive just as everyone was leaving,Neutral
dda6145689,cottin with emilyyyyyyyy,neutral,night,70-100,Suriname,586632.0,156000.0,4.0,cottin with emilyyyyyyyy,Neutral
f03669fe8c,_simple_girl  i have to miss the festivities this evening.  heading up the hill and won`t have internet and no bb service.,negative,morning,0-20,Sweden,10099265.0,410340.0,25.0,simplegirl  i have to miss the festivities this evening  heading up the hill and wont have internet and no bb service,Neutral
7fb2ca19e9, i have popcorn and fruitcake now...but it`s just not the same as chocolate,neutral,noon,21-30,Switzerland,8654622.0,39500.0,219.0, i have popcorn and fruitcake nowbut its just not the same as chocolate,Neutral
25ea895560,_g: i`ve been sneezing and felt like a train-wreck for the last two weeks myself. but it`s not piggystuff.  so we`re good then.,neutral,night,31-45,Syria,17500658.0,183630.0,95.0,g ive been sneezing and felt like a trainwreck for the last two weeks myself but its not piggystuff  so were good then,Positive
2b6ec32c28,_wockeez i`m missin u guys by a day!! ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,negative,morning,46-60,Tajikistan,9537645.0,139960.0,68.0,wockeez im missin u guys by a day ill b there tomorrow  butttt see u june th with the blockkkkk,Negative
894a3f680a,this is absurd ! i feel like a dipping in the pool real quick . its too bad i dont have a poool,negative,noon,60-70,Tanzania,59734218.0,885800.0,67.0,this is absurd  i feel like a dipping in the pool real quick  its too bad i dont have a poool,Negative
c258bebc27,going to get a pedicure and the to cpk for lunch,neutral,night,70-100,Thailand,69799978.0,510890.0,137.0,going to get a pedicure and the to cpk for lunch,Neutral
e53f3fb1a4,why did everyone seem to leave me this weekend  ....sigh. in bed,negative,morning,0-20,Timor-Leste,1318445.0,14870.0,89.0,why did everyone seem to leave me this weekend  sigh in bed,Neutral
9cf0c77bc1,going into town later to get myself a birthday present.  an ipod touch will do nicely i think,positive,noon,21-30,Togo,8278724.0,54390.0,152.0,going into town later to get myself a birthday present  an ipod touch will do nicely i think,Positive
9e07e4f596,"i`m off to bed. head just won`t stop giving me pain. ahgg.. let this sinus, allergy, whatever you are be over tomorrow! sogni d`oro",negative,night,31-45,Tonga,105695.0,720.0,147.0,im off to bed head just wont stop giving me pain ahgg let this sinus allergy whatever you are be over tomorrow sogni doro,Neutral
bb14e1f4cb,at the bus stop there`s always a big pile of loogies. so. gross.,positive,morning,46-60,Trinidad and Tobago,1399488.0,5130.0,273.0,at the bus stop theres always a big pile of loogies so gross,Neutral
8f65a41e73, well keep me posted if it comes out fully thanks,positive,noon,60-70,Tunisia,11818619.0,155360.0,76.0, well keep me posted if it comes out fully thanks,Positive
c29116d111,happy star wars day,positive,night,70-100,Turkey,84339067.0,770000.0,110.0,happy star wars day,Positive
efb43fce11,"thanks all for coming out tonight, hope ya had fun!",positive,morning,0-20,Turkmenistan,6031200.0,469930.0,13.0,thanks all for coming out tonight hope ya had fun,Positive
7053623c26, i mean give. lol with a finger! then crash her car! lol jk. thats bad. just ignore her,neutral,noon,21-30,Tuvalu,11792.0,30.0,393.0, i mean give lol with a finger then crash her car lol jk thats bad just ignore her,Positive
72ee8deee3,things are looking better and better! i think i might be quite happy,positive,night,31-45,Uganda,45741007.0,199810.0,229.0,things are looking better and better i think i might be quite happy,Positive
6ffc960726,had fun at the airshow with the boys today - exhausted,neutral,morning,46-60,Ukraine,43733762.0,579320.0,75.0,had fun at the airshow with the boys today  exhausted,Negative
586e68c59d,marley and me is the saddest movie ever i never cry in movies but this movie mad me cry,negative,noon,60-70,United Arab Emirates,9890402.0,83600.0,118.0,marley and me is the saddest movie ever i never cry in movies but this movie mad me cry,Negative
04b57c4359,one of my cat`s is sick,negative,night,70-100,United Kingdom,67886011.0,241930.0,281.0,one of my cats is sick,Negative
e33459f8f1,"just left brooklyn going uptown for some latin coffee with a dollar sandwich, can`t find that in downtown brooklyn, where brooklyn @",neutral,morning,0-20,United States of America,331002651.0,9147420.0,36.0,just left brooklyn going uptown for some latin coffee with a dollar sandwich cant find that in downtown brooklyn where brooklyn ,Neutral
43c61eb7a3,i can`t find my camera,negative,noon,21-30,Uruguay,3473730.0,175020.0,20.0,i cant find my camera,Neutral
a7a96b2c1d,i think that i`m the only 1 on!!!,positive,night,31-45,Uzbekistan,33469203.0,425400.0,79.0,i think that im the only  on,Neutral
87cd836d7b,is feelin it,neutral,morning,46-60,Vanuatu,307145.0,12200.0,25.0,is feelin it,Neutral
a72f4f357b,"i`m the bird with broken wings, she`s the song i love to sing  you know who you are ****",positive,noon,60-70,Venezuela,28435940.0,882050.0,32.0,im the bird with broken wings shes the song i love to sing  you know who you are ,Positive
ad5d8a84c1, rofl. room is too small to dance,neutral,night,70-100,Vietnam,97338579.0,310070.0,314.0, rofl room is too small to dance,Positive
18a11e8dbd,@_mmmichelle you`re in france?!?! cheri!,neutral,morning,0-20,Yemen,29825964.0,527970.0,56.0, youre in france cheri,Neutral
2e8bd923d0, that made me cry  poor hollie ****,negative,noon,21-30,Zambia,18383955.0,743390.0,25.0, that made me cry  poor hollie ,Negative
ebae3ed394,"ok, time to head into urban outfitters to see what catches my eye, then head home, since this rain is hindering any more pics for the day",neutral,night,31-45,Zimbabwe,14862924.0,386850.0,38.0,ok time to head into urban outfitters to see what catches my eye then head home since this rain is hindering any more pics for the day,Positive
10c55c13b8,really annoyed that work appear to have blocked facebook now...,negative,morning,46-60,Afghanistan,38928346.0,652860.0,60.0,really annoyed that work appear to have blocked facebook now,Negative
b26843421f,mothers day,neutral,noon,60-70,Albania,2877797.0,27400.0,105.0,mothers day,Neutral
f3c6e98737,_ printchick thx for sharen luv it,positive,night,70-100,Algeria,43851044.0,2381740.0,18.0, printchick thx for sharen luv it,Neutral
b9ade6591a, delegate  i am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;),neutral,morning,0-20,Andorra,77265.0,470.0,164.0, delegate  i am now eating pate on toast a my wife is editing yesterdays engagement shoot ,Neutral
3ae98f1cae,ha! i think i really have lost it. time to get ready for work.,negative,noon,21-30,Angola,32866272.0,1246700.0,26.0,ha i think i really have lost it time to get ready for work,Positive
3477bb4c82, hell yea its hot here  i miss cali,negative,night,31-45,Antigua and Barbuda,97929.0,440.0,223.0, hell yea its hot here  i miss cali,Positive
193fe8822f,yes! i done it! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,positive,morning,46-60,Argentina,45195774.0,2736690.0,17.0,yes i done it at last  my homework is ready dx and i can go waaalkiiing because the sun is shining  oh yeah,Positive
b631ec4bfa, you writing fanfic? me read!,neutral,noon,60-70,Armenia,2963243.0,28470.0,104.0, you writing fanfic me read,Neutral
6913d9c30e, i`m saving up for a three burner weber for next year,neutral,night,70-100,Australia,25499884.0,7682300.0,3.0, im saving up for a three burner weber for next year,Neutral
07d608a03d,  thanks mr. dj!,positive,morning,0-20,Austria,9006398.0,82400.0,109.0,  thanks mr dj,Positive
d0ce0ab587,i hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,negative,noon,21-30,Azerbaijan,10139177.0,82658.0,123.0,i hate the new mt dew commercialthe one with a giant mosquitoit scares me and grosses me out all at the same time,Negative
425c9eb614," ohh sorry , thats someone else`s pic  my bad",negative,night,31-45,Bahamas,393244.0,10010.0,39.0, ohh sorry  thats someone elses pic  my bad,Negative
43790fc27b," *hugs* oh gosh, i`m sorry",negative,morning,46-60,Bahrain,1701575.0,760.0,2239.0, hugs oh gosh im sorry,Negative
727cbe5970,"_ yeeeah :`d lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",positive,noon,60-70,Bangladesh,164689383.0,130170.0,1265.0, yeeeah d lmao dentists arent nice  espesh after they decide your too old for goodie bags with stickers  awesome toothpaste,Positive
7d0291358f, why do we need to wait another year for toy story 3?!,neutral,night,70-100,Barbados,287375.0,430.0,668.0, why do we need to wait another year for toy story ,Neutral
9dec21d822,"hahah, did i hear mvp chants in atlanta`s arena?  at least they get it right there, unlike at staples",neutral,morning,0-20,Belarus,9449323.0,202910.0,47.0,hahah did i hear mvp chants in atlantas arena  at least they get it right there unlike at staples,Negative
3d90ad58ee, haha well then maybe u shouldn`t be so weak  hehe jks  ****,positive,noon,21-30,Belgium,11589623.0,30280.0,383.0, haha well then maybe u shouldnt be so weak  hehe jks  ,Negative
12b08fabd2,biggest food fight/mosh pit ever and i miss it from across the school,negative,night,31-45,Belize,397628.0,22810.0,17.0,biggest food fightmosh pit ever and i miss it from across the school,Neutral
f97b6d38ed,i killed my dill plant again. why does this happen with dill? it is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,negative,morning,46-60,Benin,12123200.0,112760.0,108.0,i killed my dill plant again why does this happen with dill it is doing great then suddenly its dead ,Positive
93370a10dc,#3wordsaftersex it hurts now,negative,noon,60-70,Bhutan,771608.0,38100.0,20.0,wordsaftersex it hurts now,Neutral
3ff2b333c3," i can only imagine, but i know i love hearing about your novel!    i`m kinda awake, lol.  will continue to do so, hopefully.",positive,night,70-100,Bolivia,11673021.0,1083300.0,11.0, i can only imagine but i know i love hearing about your novel    im kinda awake lol  will continue to do so hopefully,Positive
ec9c43fbb3,gonna try to get a couple hours of sleep. love going to bed at 9 am. later twitter,positive,morning,0-20,Bosnia and Herzegovina,3280819.0,51000.0,64.0,gonna try to get a couple hours of sleep love going to bed at  am later twitter,Positive
99fdaff40d,http://twitpic.com/4wi9p - playing with ethan. i love you baby,positive,noon,21-30,Botswana,2351627.0,566730.0,4.0,  playing with ethan i love you baby,Positive
0c524f5e69, how come? i want pizza,neutral,night,31-45,Brazil,212559417.0,8358140.0,25.0, how come i want pizza,Neutral
1783b5eb60,geez i`m hating bein at work till 10 on a day like this i feel like its a wasted lovley day,negative,morning,46-60,Brunei,437479.0,5270.0,83.0,geez im hating bein at work till  on a day like this i feel like its a wasted lovley day,Negative
932227184c,"at every gas station, i look for postcards for   no luck.",negative,noon,60-70,Bulgaria,6948445.0,108560.0,64.0,at every gas station i look for postcards for   no luck,Neutral
00f377c634,ya i walked into the wall thats why i have a plaster on my neck,neutral,night,70-100,Burkina Faso,20903273.0,273600.0,76.0,ya i walked into the wall thats why i have a plaster on my neck,Neutral
b99ba239de,  hey everyone! i just mixed the first single....!  'why r u' ...i`m sooo excited!,positive,morning,0-20,Burundi,11890784.0,25680.0,463.0,  hey everyone i just mixed the first single  why r u im sooo excited,Positive
1f9663bb46,guys will go see constance 	 logically,neutral,noon,21-30,Côte d'Ivoire,26378274.0,318000.0,83.0,guys will go see constance 	 logically,Positive
23d8ccab77,did not sleep a wink last night  x,neutral,night,31-45,Cabo Verde,555987.0,4030.0,138.0,did not sleep a wink last night  x,Neutral
f59bbec4a3, // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg,neutral,morning,46-60,Cambodia,16718965.0,176520.0,95.0,  i feel your pain i once lived in an apt for  mos where the previous tenant had  cats burning eyestight lungs   gregg,Positive
a37b6c27a2,ahh! big scary bug flying around my room!!!!!,negative,noon,60-70,Cameroon,26545863.0,472710.0,56.0,ahh big scary bug flying around my room,Negative
1d06a9cc02,"oh yes, the cavs win game5, now onto game6. it`s still danger, they have to win this one either, it`s no shot for the championship",neutral,night,70-100,Canada,37742154.0,9093510.0,4.0,oh yes the cavs win game now onto game its still danger they have to win this one either its no shot for the championship,Positive
e124c79abd, happy anoop day to you too monica,positive,morning,0-20,Central African Republic,4829767.0,622980.0,8.0, happy anoop day to you too monica,Positive
5a5d7e4d2f,"just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. i want to lie down",negative,noon,21-30,Chad,16425864.0,1259200.0,13.0,just tried an energy drink to report back for you guys and im sweating and have the worst cramps i want to lie down,Negative
bd3b5dbd9a,happy mothers may to my mak   love you always! xoxo.,positive,night,31-45,Chile,19116201.0,743532.0,26.0,happy mothers may to my mak   love you always xoxo,Positive
12e0187cb9, i found out that there`s sushi with fake crab meat and it`s not good for you,negative,morning,46-60,China,1439323776.0,9388211.0,153.0, i found out that theres sushi with fake crab meat and its not good for you,Negative
ea032bbaaf,is thinking about a career change,neutral,noon,60-70,Colombia,50882891.0,1109500.0,46.0,is thinking about a career change,Neutral
e42d0e6e9d," meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",negative,night,70-100,Comoros,869601.0,1861.0,467.0, meh i feel fine now it was crazy  minute sickness session but now im hungry again,Negative
946573f031, what sun?,neutral,morning,0-20,Congo (Congo-Brazzaville),5518087.0,342000.0,16.0, what sun,Neutral
2d5051cce9,   well....hopefully someday soon you can get one!,positive,noon,21-30,Costa Rica,5094118.0,51060.0,100.0,   wellhopefully someday soon you can get one,Neutral
16fb14a0f7,under sooooo much stress lately,negative,night,31-45,Croatia,4105267.0,55960.0,73.0,under sooooo much stress lately,Negative
8b5e410207, me too. ****.,negative,morning,46-60,Cuba,11326616.0,106440.0,106.0, me too ,Neutral
eaeee872b9," tuned to listen, but had a 1:30 meeting. now know that my high school/college french doesn`t cut it anymore.",neutral,noon,60-70,Cyprus,1207359.0,9240.0,131.0, tuned to listen but had a  meeting now know that my high schoolcollege french doesnt cut it anymore,Positive
e8d8465eab,"do you have a chronic illness blog? let me know, i`ll post your link on my own  www.ptsici.blogspot.com",neutral,night,70-100,Czechia (Czech Republic),10708981.0,77240.0,139.0,do you have a chronic illness blog let me know ill post your link on my own  wwwptsiciblogspotcom,Positive
1a857a38fb,weekend is getting close. too bad i`ll be stuck up north  hopefully i`ll be able to get out next weekend for some real life fun.,positive,morning,0-20,Democratic Republic of the Congo,89561403.0,2267050.0,40.0,weekend is getting close too bad ill be stuck up north  hopefully ill be able to get out next weekend for some real life fun,Negative
25694a4e38,jt should just be a regular on snl,neutral,noon,21-30,Denmark,5792202.0,42430.0,137.0,jt should just be a regular on snl,Neutral
a4b3b95e89, #twappy http://bit.ly/d9qvk,neutral,night,31-45,Djibouti,988000.0,23180.0,43.0, twappy ,Neutral
2e57d38abb, it`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,negative,morning,46-60,Dominica,71986.0,750.0,96.0, its never too late  they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries,Negative
d6b053947f,not at all happy...dont know what the reason is,negative,noon,60-70,Dominican Republic,10847910.0,48300.0,225.0,not at all happydont know what the reason is,Neutral
7db93d25c6,"_fan76 rofl!  that`s my problem, only two hands",negative,night,70-100,Ecuador,17643054.0,248360.0,71.0,fan rofl  thats my problem only two hands,Positive
94977637ab,"no transport for church  wont be making it, im crushed. oh well, more time for assignments i suppose. my throat really hurts ...",negative,morning,0-20,Egypt,102334404.0,995450.0,103.0,no transport for church  wont be making it im crushed oh well more time for assignments i suppose my throat really hurts ,Positive
